fecha_clima,region,temp_max,temp_min,lluvia_mm
2023-08-18,VALPARAISO,16.5,8.9,0.0
2023-08-19,VALPARAISO,14.8,10.8,6.1
2023-08-20,VALPARAISO,20.2,9.4,0.2
2023-08-21,VALPARAISO,19.3,10.6,0.0
2023-08-22,VALPARAISO,15.4,8.6,4.7
2023-08-23,VALPARAISO,12.3,9.8,15.9
2023-08-24,VALPARAISO,14.2,8.0,0.0
2023-08-25,VALPARAISO,16.2,5.5,0.0
2023-08-26,VALPARAISO,17.7,8.4,0.0
2023-08-27,VALPARAISO,23.5,6.6,0.0
2023-08-28,VALPARAISO,18.3,12.1,0.0
2023-08-29,VALPARAISO,21.4,6.3,0.0
2023-08-30,VALPARAISO,19.6,8.5,0.0
2023-08-31,VALPARAISO,22.8,12.1,0.0
2023-09-01,VALPARAISO,17.7,9.6,0.4
2023-09-02,VALPARAISO,14.7,9.1,2.0
2023-09-03,VALPARAISO,15.1,7.4,1.0
2023-09-04,VALPARAISO,16.1,9.9,0.0
2023-09-05,VALPARAISO,18.5,12.4,0.0
2023-09-06,VALPARAISO,16.3,9.5,4.2
2023-09-07,VALPARAISO,16.6,5.9,0.6
2023-09-08,VALPARAISO,19.0,8.8,3.8
2023-09-09,VALPARAISO,18.4,11.2,0.0
2023-09-10,VALPARAISO,18.7,10.7,0.0
2023-09-11,VALPARAISO,16.8,10.4,22.7
2023-09-12,VALPARAISO,13.4,8.2,1.4
2023-09-13,VALPARAISO,14.7,2.7,0.0
2023-09-14,VALPARAISO,22.7,9.9,0.0
2023-09-15,VALPARAISO,24.9,13.7,0.0
2023-09-16,VALPARAISO,20.4,11.2,0.0
2023-09-17,VALPARAISO,13.2,8.8,0.9
2023-09-18,VALPARAISO,18.7,8.7,0.0
2023-09-19,VALPARAISO,24.0,12.7,0.0
2023-09-20,VALPARAISO,16.2,9.1,0.0
2023-09-21,VALPARAISO,18.2,7.9,0.0
2023-09-22,VALPARAISO,18.3,11.2,0.0
2023-09-23,VALPARAISO,18.8,11.5,0.0
2023-09-24,VALPARAISO,20.5,11.0,0.0
2023-09-25,VALPARAISO,17.2,9.1,0.0
2023-09-26,VALPARAISO,17.5,6.7,0.0
2023-09-27,VALPARAISO,20.5,9.6,0.0
2023-09-28,VALPARAISO,19.2,9.7,0.0
2023-09-29,VALPARAISO,22.7,12.2,0.0
2023-09-30,VALPARAISO,21.4,13.8,0.0
2023-10-01,VALPARAISO,18.1,9.1,0.1
2023-10-02,VALPARAISO,15.5,8.7,0.6
2023-10-03,VALPARAISO,16.6,8.8,8.8
2023-10-04,VALPARAISO,19.4,10.8,0.0
2023-10-05,VALPARAISO,17.3,8.2,0.1
2023-10-06,VALPARAISO,17.3,7.1,0.0
2023-10-07,VALPARAISO,23.0,8.1,0.0
2023-10-08,VALPARAISO,24.7,12.5,0.0
2023-10-09,VALPARAISO,26.1,13.8,0.0
2023-10-10,VALPARAISO,18.3,10.2,0.0
2023-10-11,VALPARAISO,18.6,7.2,0.0
2023-10-12,VALPARAISO,24.1,11.6,0.0
2023-10-13,VALPARAISO,26.1,16.2,0.0
2023-10-14,VALPARAISO,23.8,14.1,0.0
2023-10-15,VALPARAISO,21.9,12.1,0.0
2023-10-16,VALPARAISO,22.7,9.9,0.0
2023-10-17,VALPARAISO,24.1,11.1,0.0
2023-10-18,VALPARAISO,21.2,9.9,0.9
2023-10-19,VALPARAISO,28.1,12.0,0.0
2023-10-20,VALPARAISO,23.1,13.4,0.0
2023-10-21,VALPARAISO,16.7,10.8,0.0
2023-10-22,VALPARAISO,20.2,11.5,0.0
2023-10-23,VALPARAISO,21.7,10.6,0.0
2023-10-24,VALPARAISO,22.5,11.7,0.0
2023-10-25,VALPARAISO,23.0,12.2,0.0
2023-10-26,VALPARAISO,20.5,9.7,0.0
2023-10-27,VALPARAISO,19.1,8.0,0.0
2023-10-28,VALPARAISO,18.6,9.2,0.2
2023-10-29,VALPARAISO,21.6,9.1,6.1
2023-10-30,VALPARAISO,18.7,11.0,0.0
2023-10-31,VALPARAISO,21.6,11.2,0.0
2023-11-01,VALPARAISO,16.2,9.3,5.5
2023-11-02,VALPARAISO,14.6,7.5,30.0
2023-11-03,VALPARAISO,26.7,6.8,0.0
2023-11-04,VALPARAISO,20.2,11.1,0.0
2023-11-05,VALPARAISO,20.6,11.1,0.0
2023-11-06,VALPARAISO,18.6,9.7,0.0
2023-11-07,VALPARAISO,22.6,9.4,0.0
2023-11-08,VALPARAISO,27.0,16.1,0.0
2023-11-09,VALPARAISO,24.7,14.8,1.1
2023-11-10,VALPARAISO,19.7,12.5,26.7
2023-11-11,VALPARAISO,16.6,10.5,0.0
2023-11-12,VALPARAISO,17.2,8.5,0.1
2023-11-13,VALPARAISO,20.1,8.1,0.0
2023-11-14,VALPARAISO,21.3,11.0,0.0
2023-11-15,VALPARAISO,18.3,9.2,0.0
2023-11-16,VALPARAISO,20.8,9.7,0.0
2023-11-17,VALPARAISO,19.5,8.8,0.0
2023-11-18,VALPARAISO,24.3,11.5,0.0
2023-11-19,VALPARAISO,27.2,12.6,0.0
2023-11-20,VALPARAISO,25.0,11.4,0.0
2023-11-21,VALPARAISO,23.8,12.4,0.0
2023-11-22,VALPARAISO,24.8,11.9,0.0
2023-11-23,VALPARAISO,28.6,16.9,0.0
2023-11-24,VALPARAISO,25.1,14.6,0.0
2023-11-25,VALPARAISO,24.3,13.4,0.0
2023-11-26,VALPARAISO,24.5,13.9,0.0
2023-11-27,VALPARAISO,24.0,13.3,0.0
2023-11-28,VALPARAISO,21.1,11.7,0.0
2023-11-29,VALPARAISO,27.0,11.0,0.0
2023-11-30,VALPARAISO,22.4,13.2,0.0
2023-12-01,VALPARAISO,23.2,11.5,0.0
2023-12-02,VALPARAISO,23.2,11.7,0.0
2023-12-03,VALPARAISO,26.5,15.1,0.0
2023-12-04,VALPARAISO,25.3,13.9,0.0
2023-12-05,VALPARAISO,22.7,11.3,0.0
2023-12-06,VALPARAISO,26.1,12.2,0.0
2023-12-07,VALPARAISO,29.3,16.0,0.0
2023-12-08,VALPARAISO,24.5,14.4,0.0
2023-12-09,VALPARAISO,30.2,16.1,0.0
2023-12-10,VALPARAISO,29.6,15.5,0.0
2023-12-11,VALPARAISO,23.6,12.6,0.0
2023-12-12,VALPARAISO,27.1,16.0,0.0
2023-12-13,VALPARAISO,29.3,18.1,0.0
2023-12-14,VALPARAISO,24.9,13.8,0.0
2023-12-15,VALPARAISO,25.2,14.7,0.0
2023-12-16,VALPARAISO,22.5,10.6,0.0
2023-12-17,VALPARAISO,22.9,10.5,0.0
2023-12-18,VALPARAISO,27.3,13.8,0.0
2023-12-19,VALPARAISO,22.5,13.0,0.0
2023-12-20,VALPARAISO,26.6,13.3,0.0
2023-12-21,VALPARAISO,26.3,14.1,0.0
2023-12-22,VALPARAISO,28.4,13.6,0.0
2023-12-23,VALPARAISO,27.7,17.4,0.0
2023-12-24,VALPARAISO,25.5,14.6,0.0
2023-12-25,VALPARAISO,30.2,19.1,0.0
2023-12-26,VALPARAISO,24.1,16.8,0.0
2023-12-27,VALPARAISO,25.0,14.8,0.0
2023-12-28,VALPARAISO,22.5,13.4,0.0
2023-12-29,VALPARAISO,25.7,14.0,0.0
2023-12-30,VALPARAISO,23.7,13.1,0.0
2023-12-31,VALPARAISO,26.1,13.0,0.0
2024-01-01,VALPARAISO,26.5,14.5,0.0
2024-01-02,VALPARAISO,26.6,14.4,0.0
2024-01-03,VALPARAISO,26.0,16.9,0.0
2024-01-04,VALPARAISO,26.0,16.7,0.0
2024-01-05,VALPARAISO,25.6,15.7,0.0
2024-01-06,VALPARAISO,25.1,15.4,0.0
2024-01-07,VALPARAISO,27.3,15.4,0.0
2024-01-08,VALPARAISO,27.4,17.2,0.0
2024-01-09,VALPARAISO,26.6,15.5,0.0
2024-01-10,VALPARAISO,26.7,14.2,0.0
2024-01-11,VALPARAISO,26.5,16.3,0.0
2024-01-12,VALPARAISO,25.6,14.4,0.0
2024-01-13,VALPARAISO,25.6,13.1,0.0
2024-01-14,VALPARAISO,31.7,16.2,0.0
2024-01-15,VALPARAISO,28.8,14.5,0.0
2024-01-16,VALPARAISO,27.5,12.6,0.0
2024-01-17,VALPARAISO,26.5,16.8,0.0
2024-01-18,VALPARAISO,28.0,15.8,0.0
2024-01-19,VALPARAISO,28.8,19.3,0.0
2024-01-20,VALPARAISO,28.7,17.7,0.0
2024-01-21,VALPARAISO,29.6,17.9,0.0
2024-01-22,VALPARAISO,30.6,19.5,0.0
2024-01-23,VALPARAISO,29.0,18.2,0.0
2024-01-24,VALPARAISO,31.5,19.5,0.0
2024-01-25,VALPARAISO,27.2,19.6,0.0
2024-01-26,VALPARAISO,27.9,17.0,0.0
2024-01-27,VALPARAISO,30.5,18.3,0.0
2024-01-28,VALPARAISO,27.0,18.6,0.0
2024-01-29,VALPARAISO,27.8,19.1,0.0
2024-01-30,VALPARAISO,29.5,18.7,0.0
2024-01-31,VALPARAISO,34.9,21.2,0.0
2024-02-01,VALPARAISO,31.4,21.2,0.0
2024-02-02,VALPARAISO,34.1,20.2,0.0
2024-02-03,VALPARAISO,34.4,20.1,0.0
2024-02-04,VALPARAISO,27.5,19.3,0.0
2024-02-05,VALPARAISO,30.2,17.8,0.0
2024-02-06,VALPARAISO,27.8,18.6,0.0
2024-02-07,VALPARAISO,31.0,19.0,0.0
2024-02-08,VALPARAISO,29.2,19.6,0.0
2024-02-09,VALPARAISO,29.5,17.4,0.0
2024-02-10,VALPARAISO,31.5,19.1,0.0
2024-02-11,VALPARAISO,26.3,17.1,0.0
2024-02-12,VALPARAISO,31.1,17.4,0.0
2024-02-13,VALPARAISO,26.7,18.6,0.0
2024-02-14,VALPARAISO,29.2,17.1,0.0
2024-02-15,VALPARAISO,29.6,17.2,0.0
2024-02-16,VALPARAISO,26.7,15.6,0.0
2024-02-17,VALPARAISO,29.8,18.8,0.0
2024-02-18,VALPARAISO,28.7,19.4,0.0
2024-02-19,VALPARAISO,25.7,15.5,0.0
2024-02-20,VALPARAISO,26.7,14.7,0.0
2024-02-21,VALPARAISO,25.3,14.8,0.0
2024-02-22,VALPARAISO,19.5,15.1,6.2
2024-02-23,VALPARAISO,24.4,15.4,0.0
2024-02-24,VALPARAISO,26.1,16.5,0.0
2024-02-25,VALPARAISO,26.0,17.4,0.0
2024-02-26,VALPARAISO,27.8,16.1,0.0
2024-02-27,VALPARAISO,26.7,17.2,0.0
2024-02-28,VALPARAISO,29.1,17.3,0.0
2024-02-29,VALPARAISO,28.6,19.2,0.0
2024-03-01,VALPARAISO,26.4,17.7,0.0
2024-03-02,VALPARAISO,27.9,19.3,0.0
2024-03-03,VALPARAISO,28.1,19.4,0.0
2024-03-04,VALPARAISO,29.2,19.9,0.0
2024-03-05,VALPARAISO,26.5,18.5,0.0
2024-03-06,VALPARAISO,26.4,17.2,0.0
2024-03-07,VALPARAISO,26.3,15.7,0.0
2024-03-08,VALPARAISO,26.8,14.7,0.0
2024-03-09,VALPARAISO,28.8,16.8,0.0
2024-03-10,VALPARAISO,25.7,17.0,0.0
2024-03-11,VALPARAISO,25.6,14.5,0.0
2024-03-12,VALPARAISO,26.5,14.1,0.0
2024-03-13,VALPARAISO,27.0,13.7,0.0
2024-03-14,VALPARAISO,26.5,17.4,0.0
2024-03-15,VALPARAISO,26.6,16.2,0.0
2024-03-16,VALPARAISO,27.0,15.3,0.0
2024-03-17,VALPARAISO,27.7,16.9,0.0
2024-03-18,VALPARAISO,29.9,18.7,0.0
2024-03-19,VALPARAISO,26.9,16.9,0.0
2024-03-20,VALPARAISO,21.9,12.3,0.0
2024-03-21,VALPARAISO,31.0,16.4,0.0
2024-03-22,VALPARAISO,30.3,20.4,0.0
2024-03-23,VALPARAISO,28.4,18.2,0.0
2024-03-24,VALPARAISO,28.5,19.1,0.0
2024-03-25,VALPARAISO,24.5,16.8,0.0
2024-03-26,VALPARAISO,27.5,16.4,0.0
2024-03-27,VALPARAISO,27.0,17.8,0.0
2024-03-28,VALPARAISO,27.8,18.4,0.0
2024-03-29,VALPARAISO,28.6,18.6,0.0
2024-03-30,VALPARAISO,31.3,17.9,0.0
2024-03-31,VALPARAISO,30.0,19.5,0.0
2024-04-01,VALPARAISO,26.0,17.2,0.0
2024-04-02,VALPARAISO,26.0,15.3,0.0
2024-04-03,VALPARAISO,25.1,13.9,0.0
2024-04-04,VALPARAISO,26.4,15.8,0.0
2024-04-05,VALPARAISO,28.2,17.6,0.0
2024-04-06,VALPARAISO,25.5,14.1,0.0
2024-04-07,VALPARAISO,29.5,17.4,0.0
2024-04-08,VALPARAISO,24.0,15.9,0.0
2024-04-09,VALPARAISO,24.8,17.3,0.0
2024-04-10,VALPARAISO,26.1,15.5,0.0
2024-04-11,VALPARAISO,21.4,13.1,0.0
2024-04-12,VALPARAISO,19.0,11.2,0.0
2024-04-13,VALPARAISO,18.5,9.7,0.2
2024-04-14,VALPARAISO,19.5,11.8,0.7
2024-04-15,VALPARAISO,18.5,12.1,1.0
2024-04-16,VALPARAISO,24.0,10.8,0.0
2024-04-17,VALPARAISO,30.1,12.0,0.0
2024-04-18,VALPARAISO,30.8,14.5,0.0
2024-04-19,VALPARAISO,25.5,16.1,0.0
2024-04-20,VALPARAISO,22.4,16.1,0.0
2024-04-21,VALPARAISO,18.6,12.7,0.1
2024-04-22,VALPARAISO,19.8,10.4,0.0
2024-04-23,VALPARAISO,25.2,12.8,0.0
2024-04-24,VALPARAISO,22.8,11.8,0.0
2024-04-25,VALPARAISO,21.6,11.3,0.0
2024-04-26,VALPARAISO,19.1,11.2,0.0
2024-04-27,VALPARAISO,21.1,10.9,0.0
2024-04-28,VALPARAISO,19.2,10.6,0.0
2024-04-29,VALPARAISO,16.6,6.5,0.0
2024-04-30,VALPARAISO,18.5,6.9,0.0
2024-05-01,VALPARAISO,16.2,9.0,0.0
2024-05-02,VALPARAISO,16.5,8.3,0.0
2024-05-03,VALPARAISO,18.5,7.5,0.0
2024-05-04,VALPARAISO,18.0,7.4,0.0
2024-05-05,VALPARAISO,17.7,11.4,0.0
2024-05-06,VALPARAISO,16.9,7.9,0.0
2024-05-07,VALPARAISO,14.8,4.7,30.1
2024-05-08,VALPARAISO,19.3,4.5,0.0
2024-05-09,VALPARAISO,19.3,7.7,0.0
2024-05-10,VALPARAISO,16.0,7.5,0.0
2024-05-11,VALPARAISO,15.9,8.9,0.0
2024-05-12,VALPARAISO,14.0,6.2,0.0
2024-05-13,VALPARAISO,16.3,9.2,0.0
2024-05-14,VALPARAISO,15.4,8.4,0.0
2024-05-15,VALPARAISO,11.4,5.3,0.8
2024-05-16,VALPARAISO,14.3,2.5,0.0
2024-05-17,VALPARAISO,13.9,5.9,0.0
2024-05-18,VALPARAISO,16.9,2.2,0.0
2024-05-19,VALPARAISO,21.0,5.3,0.0
2024-05-20,VALPARAISO,16.8,9.9,1.0
2024-05-21,VALPARAISO,15.1,9.2,5.5
2024-05-22,VALPARAISO,14.1,8.3,19.4
2024-05-23,VALPARAISO,14.9,6.3,15.0
2024-05-24,VALPARAISO,19.9,6.0,0.0
2024-05-25,VALPARAISO,16.8,8.7,1.1
2024-05-26,VALPARAISO,15.3,6.8,0.0
2024-05-27,VALPARAISO,20.7,5.8,0.0
2024-05-28,VALPARAISO,22.4,9.1,0.0
2024-05-29,VALPARAISO,20.3,12.3,0.0
2024-05-30,VALPARAISO,24.3,12.3,0.0
